winner,pass_stat_f1,pass_stat_f2,str_stat_f1,str_stat_f2,sub_stat_f1,sub_stat_f2,td_stat_f1,td_stat_f2
Seth Baczynski,0,0,17,19,1,0,1,1
Danny Castillo,2,0,22,3,0,0,3,0
Johnny Bedford,10,0,82,6,0,0,4,0
Marcus Brimage,0,0,88,73,0,0,1,0
John Albert,1,0,21,3,0,0,0,0
Rogerio Nogueira,0,0,54,9,0,0,0,0
Brian Ebersole,2,0,23,28,0,3,2,0
Chan Sung Jung,0,0,6,0,0,0,0,0
Igor Pokrajac,0,0,21,4,0,0,0,0
Mike Pierce,0,0,75,63,0,0,0,0
Aaron Rosa,0,1,59,19,0,0,0,1
Roland Delorme,2,3,36,34,2,0,2,0
Steven Siler,0,1,72,43,2,0,0,4
Bryan Caraway,5,0,23,18,1,1,3,0
Costas Philippou,0,0,21,9,1,0,1,0
Dennis Hallman,2,0,20,0,1,0,1,0
Yves Jabouin,1,1,33,47,0,2,2,0
Mark Bocek,2,0,46,10,0,3,5,0
Jake Hecht,0,2,33,17,0,0,0,1
John Cholish,1,0,55,17,0,0,1,0
Rashad Evans,6,0,62,51,0,0,3,2
Chael Sonnen,2,0,40,30,0,0,4,1
Chris Weidman,2,0,58,51,0,0,4,0
Evan Dunham,1,0,68,39,1,0,2,2
Mike Russow,2,1,21,31,0,0,6,0
Cub Swanson,0,0,43,35,0,0,2,0
Charles Oliveira,0,0,6,2,2,0,1,0
Michael Johnson,0,1,64,56,0,0,1,1
Carlos Condit,0,1,151,105,0,0,0,1
Lavar Johnson,0,0,65,22,0,0,0,0
Chris Camozzi,0,0,44,30,2,0,0,0
Fabricio Werdum,1,0,91,26,0,1,0,0
Josh Koscheck,0,0,33,41,0,0,2,1
Renan Barao,1,0,104,73,0,0,0,0
Ed Herman,4,0,28,16,2,0,2,0
Dustin Poirier,2,0,11,11,3,0,1,0
Edwin Figueroa,0,8,41,55,0,7,0,1
Matt Brown,1,0,48,20,0,0,1,0
Matthew Riddle,1,0,74,67,0,0,2,0
Rafael Natal,5,0,36,30,2,0,6,0
Stephen Thompson,0,0,22,8,0,0,0,0
Martin Kampmann,1,2,47,62,1,0,1,2
Joseph Benavidez,4,0,18,8,1,0,1,0
Demetrious Johnson,0,6,75,61,0,0,0,4
Costas Philippou,0,0,60,58,0,0,0,0
James Te Huna,0,0,22,0,0,0,0,0
Anthony Perosh,2,1,25,5,0,0,2,0
Steven Siler,1,2,81,72,1,0,1,1
Andrew Craig,1,2,36,36,0,1,1,3
TJ Waldburger,0,0,3,2,1,0,1,0
Daniel Pineda,1,0,14,9,2,0,0,0
Shawn Jordan,0,0,64,29,0,1,0,0
Nate Diaz,1,0,46,25,2,0,0,1
Johny Hendricks,0,1,55,33,0,0,2,1
Alan Belcher,0,0,20,0,1,1,0,1
Lavar Johnson,0,1,39,15,0,1,0,0
Michael Johnson,0,0,67,45,0,0,0,0
John Dodson,0,0,80,79,0,0,2,0
John Hathaway,0,1,68,33,0,0,2,1
Louis Gaudinot,0,0,65,96,1,0,2,0
Danny Castillo,2,1,52,29,0,0,1,1
Dennis Bermudez,13,0,45,27,1,0,8,0
Roland Delorme,1,0,26,24,2,0,1,1
Karlos Vemola,0,2,16,11,2,0,2,1
Chan Sung Jung,3,1,74,56,3,0,4,0
Amir Sadollah,0,2,36,32,1,0,1,4
Donald Cerrone,0,0,87,46,0,0,1,0
Yves Jabouin,4,0,50,18,0,0,0,0
Igor Pokrajac,2,1,36,98,0,0,1,0
Junior Dos Santos,0,0,59,17,0,0,0,0
Cain Velasquez,4,0,28,1,0,0,1,0
Roy Nelson,0,0,2,3,0,0,0,0
Stipe Miocic,4,0,32,32,0,0,2,0
Stefan Struve,0,0,0,4,1,0,0,0
Darren Elkins,4,3,36,23,1,0,1,0
Tom Lawlor,0,0,5,1,0,0,0,0
Brad Tavares,0,0,39,32,0,0,2,1
Cody McKenzie,0,2,1,7,2,1,0,2
TJ Grant,9,0,68,27,1,1,3,0
Rafael Dos Anjos,1,0,5,2,1,0,0,0
Johnny Eduardo,0,0,51,31,0,0,0,0
Jamie Varner,1,0,20,11,0,0,2,0
CB Dollaway,5,0,29,14,1,2,4,0
Dan Hardy,0,0,18,17,0,0,0,0
Paul Sass,0,1,1,2,2,0,0,0
Glover Teixeira,1,0,15,5,1,0,0,0
Mike Brown,4,1,38,28,0,0,2,1
Jon Jones,0,0,105,45,0,0,1,0
Rory MacDonald,8,0,47,6,0,0,2,0
Ben Rothwell,0,0,8,9,0,0,0,0
Michael McDonald,0,0,16,8,0,0,0,0
Eddie Yagin,0,0,84,110,0,0,0,0
Mark Bocek,7,0,74,33,0,0,5,0
Francisco Rivera,0,0,68,41,0,0,0,3
Travis Browne,2,0,4,0,1,0,1,0
Matt Brown,5,0,36,67,1,0,5,0
Anthony Njokuani,0,0,73,39,0,0,0,0
Mac Danzig,0,0,67,56,0,1,1,0
Chris Clements,0,5,68,28,0,1,0,3
Marcus Brimage,0,0,24,18,0,0,0,0
Martin Kampmann,0,0,13,19,0,0,0,0
Michael Chiesa,1,0,9,8,1,0,1,0
Charles Oliveira,0,0,42,27,1,1,1,1
Max Holloway,0,0,118,27,0,0,0,0
Justin Lawrence,0,1,54,36,0,0,1,2
Daron Cruickshank,3,3,17,16,0,2,4,1
Myles Jury,0,0,12,6,1,0,0,1
Sam Sicilia,0,0,33,39,0,0,0,0
Joe Proctor,0,0,10,13,0,0,0,0
Erik Perez,1,1,18,6,1,2,0,0
Chris Weidman,5,0,28,0,2,0,2,0
James Te Huna,1,0,122,73,0,0,3,1
Aaron Simpson,3,0,48,29,0,0,6,0
Francis Carmont,3,2,4,3,2,2,0,1
TJ Dillashaw,2,0,3,8,1,0,2,0
Rafael Dos Anjos,4,0,51,32,0,0,6,0
Alex Caceres,1,1,9,7,3,0,0,2
Chris Cariaso,4,2,70,20,0,0,3,1
Andrew Craig,1,1,23,73,0,0,0,2
Marcelo Guimaraes,0,0,63,49,0,0,0,1
Raphael Assuncao,0,0,39,5,0,0,0,0
Gray Maynard,0,1,49,45,1,0,1,0
Sam Stout,1,0,64,65,0,0,4,0
Brian Ebersole,0,2,39,18,0,4,2,1
Rich Franklin,1,0,122,58,0,0,1,0
Demetrious Johnson,0,0,90,57,0,0,2,1
Cub Swanson,0,0,45,38,0,0,0,3
Ricardo Lamas,0,3,36,17,4,0,0,4
Ramsey Nijem,1,2,5,5,0,0,1,0
Rick Story,3,0,51,18,0,0,5,0
Cezar Ferreira,0,0,42,38,0,0,0,0
Rony Jason,0,0,36,32,0,1,0,0
Fabricio Werdum,0,0,31,3,0,0,0,0
Hacran Dias,4,1,19,19,0,1,5,0
Erick Silva,1,0,10,3,2,0,0,1
Mike Pyle,1,0,18,19,0,0,1,0
Eddie Wineland,0,0,61,48,0,0,1,0
Mike Pierce,0,0,32,17,0,0,3,0
Renan Barao,0,0,85,60,0,0,0,0
Tim Boetsch,0,0,54,26,0,0,0,2
Cheick Kongo,0,1,38,15,0,0,0,0
Anderson Silva,0,2,15,22,0,0,0,1
Forrest Griffin,0,1,85,49,0,0,0,3
Cung Le,1,0,55,51,0,0,2,0
Steven Siler,2,0,12,5,1,0,1,0
Chris Camozzi,0,0,34,14,0,0,0,2
Matt Brown,0,1,52,20,0,0,0,1
Dan Miller,0,0,57,72,3,0,0,2
Rodrigo Damm,1,0,11,8,1,0,0,0
Francisco Trinaldo,0,0,21,3,0,0,0,0
Hugo Viana,0,0,65,52,0,0,0,1
Seth Baczynski,1,0,25,35,0,0,1,3
Matt Grice,8,0,61,2,1,0,4,0
Dustin Pague,2,0,6,7,1,0,1,0
James Head,2,2,37,35,1,0,1,1
Chris Clements,0,4,38,28,0,1,0,5
Nick Ring,2,0,68,108,0,0,0,0
Demian Maia,1,0,1,8,0,0,1,0
Chad Mendes,0,0,8,1,0,0,0,0
Mike Easton,0,0,46,40,0,0,1,0
Ken Stone,0,0,63,41,0,0,0,0
Thiago Perpetuo,2,0,68,33,0,1,1,0
Marcos Vinicius,0,7,28,17,0,0,0,2
Felipe Arantes,0,3,38,30,0,0,2,1
Tim Means,0,0,26,5,0,0,0,0
Buddy Roberts,0,0,35,22,0,0,0,2
Henry Martinez,0,0,18,26,0,1,0,0
Sean Pierson,1,2,41,37,1,0,1,3
Roland Delorme,0,0,16,52,0,0,0,0
Ryan Jimmo,0,0,2,0,0,0,0,0
Bryan Caraway,5,0,11,27,1,0,3,1
Antonio Carvalho,0,0,10,7,0,0,0,0
Melvin Guillard,2,1,37,18,0,0,1,1
Khabib Nurmagomedov,0,0,25,28,0,0,0,1
Costas Philippou,0,0,42,44,0,0,0,0
Shane Roller,4,1,31,35,0,0,3,0
Anton Kuivanen,4,1,29,6,1,1,3,3
Rafaello Oliveira,4,0,29,27,5,0,4,0
Mauricio Rua,6,1,68,67,0,1,4,1
Lyoto Machida,0,0,21,7,0,0,0,0
Joe Lauzon,5,1,44,82,1,1,2,2
Mike Swick,0,1,19,17,0,0,1,2
Nam Phan,0,0,129,143,0,0,0,0
Phil Davis,0,0,4,2,0,0,0,0
Rani Yahya,1,0,3,6,1,0,1,0
Philip De Fries,1,0,35,18,1,0,2,0
Manvel Gamburyan,2,0,52,41,0,0,6,0
John Moraga,0,0,34,16,0,0,0,0
Benson Henderson,0,0,64,66,1,2,0,2
Donald Cerrone,0,0,4,10,0,0,0,0
Jake Shields,7,0,33,21,0,0,3,1
Antonio Silva,0,0,15,8,0,0,0,0
Stefan Struve,0,0,57,48,0,0,0,1
Dan Hardy,0,0,65,61,0,0,3,0
Yushin Okami,8,0,26,15,0,1,3,0
Max Holloway,0,0,29,32,0,0,0,1
Dennis Bermudez,1,2,12,6,2,0,1,0
Jake Ellenberger,0,0,25,32,0,0,2,0
John Dodson,0,0,33,9,0,0,0,0
Justin Edwards,0,0,6,0,1,0,0,0
Brad Pickett,0,0,14,26,0,0,0,0
Matt Wiman,0,0,3,6,2,0,0,1
John Hathaway,4,1,41,13,0,0,1,1
Michael Kuiper,1,0,56,61,0,0,1,0
Erik Perez,1,0,9,2,0,0,0,0
Chico Camus,4,1,32,22,1,1,2,1
Michael Johnson,0,2,17,17,0,1,0,0
Mike Pierce,0,1,10,28,0,1,0,1
Marcus LeVesseur,1,0,53,42,0,3,3,0
Che Mills,3,0,8,2,0,0,2,0
Jimi Manuwa,0,4,53,28,1,0,0,2
Akira Corassani,0,0,45,52,0,0,0,1
Nik Lentz,1,0,33,5,0,0,4,0
Jacob Volkmann,1,0,8,0,2,0,1,0
Diego Nunes,1,0,61,37,0,2,3,0
Darren Uyenoyama,1,0,7,10,2,0,0,2
Brad Tavares,1,0,83,65,0,0,5,0
Gunnar Nelson,4,0,9,1,2,0,1,0
Robert Peralta,0,0,7,2,0,0,0,0
Jon Jones,3,0,65,16,1,1,1,0
Demetrious Johnson,2,3,77,44,0,2,5,0
Michael Bisping,3,0,64,57,0,0,4,0
Matt Hamill,1,0,94,26,0,0,6,0
Cub Swanson,0,0,9,6,0,0,0,1
Vinny Magalhaes,2,0,15,8,2,0,1,1
TJ Grant,0,0,164,160,0,0,0,3
Sean Pierson,0,2,74,91,0,0,0,0
Marcus Brimage,0,4,111,87,0,0,0,2
Seth Baczynski,0,0,15,17,0,0,0,0
Mitch Gagnon,1,0,5,1,1,0,0,0
Kyle Noke,0,0,7,0,0,0,0,0
Anderson Silva,0,0,19,12,0,0,0,0
Minotauro Nogueira,4,1,20,13,3,0,1,2
Glover Teixeira,5,0,85,10,1,0,3,0
Jon Fitch,4,1,82,19,2,2,6,2
Phil Davis,4,0,29,2,2,0,5,0
Demian Maia,1,0,5,3,1,0,3,0
Rony Jason,0,0,46,39,1,0,1,1
Gleison Tibau,3,2,36,45,2,2,5,0
Diego Brandao,3,0,33,39,0,1,3,0
Sergio Moraes,2,0,16,26,1,0,4,0
Chris Camozzi,0,1,97,55,0,1,0,1
Cristiano Marcello,0,0,72,77,0,0,0,3
Cung Le,0,0,8,12,0,0,0,0
Thiago Silva,3,1,62,18,1,0,1,0
Dong Hyun Kim,3,0,22,2,2,0,3,0
Takanori Gomi,1,1,54,64,0,1,1,2
Jon Tuck,5,1,36,40,2,0,0,2
Takeya Mizugaki,2,0,63,14,0,0,4,1
Alex Caceres,1,1,64,22,0,0,0,2
John Lineker,0,0,77,62,0,0,0,0
Riki Fukuda,1,0,85,44,0,0,3,0
Benson Henderson,3,0,124,30,0,2,8,0
Alexander Gustafsson,2,0,72,41,0,1,6,1
Rory MacDonald,0,0,116,24,0,0,1,0
Matt Brown,0,1,25,9,2,0,1,0
Yves Edwards,0,0,8,5,0,0,0,0
Raphael Assuncao,0,0,57,30,0,0,0,0
Ramsey Nijem,2,1,49,21,0,4,5,0
Daron Cruickshank,0,0,52,21,0,0,0,0
Abel Trujillo,0,0,57,9,2,0,1,2
Georges St-Pierre,8,0,71,36,0,0,7,0
Johny Hendricks,0,0,3,0,0,0,0,0
Francis Carmont,0,0,34,20,1,2,0,2
Dennis Siver,4,0,128,24,0,0,2,0
Scott Jorgensen,2,1,12,5,1,1,0,0
Rafael Dos Anjos,2,0,54,19,0,1,4,0
Pablo Garza,1,0,83,39,1,0,2,1
Patrick Cote,0,0,14,24,0,0,0,0
Cyrille Diabate,4,0,6,2,1,0,2,1
John Makdessi,0,0,84,63,0,0,0,0
Antonio Carvalho,0,0,48,50,0,0,0,0
Matthew Riddle,0,0,45,37,0,2,1,0
Ivan Menjivar,0,0,6,4,1,0,0,1
Darren Elkins,3,0,44,15,6,1,6,0
Ross Pearson,0,1,50,34,0,0,0,1
Robert Whittaker,0,1,83,55,0,0,0,1
Norman Parke,7,1,42,56,0,0,6,0
Hector Lombard,0,0,24,6,0,0,0,0
Chad Mendes,0,0,10,2,0,0,0,0
Igor Pokrajac,0,0,48,65,0,0,0,0
Mike Pierce,1,0,16,34,0,0,6,0
Benny Alloway,0,3,16,4,0,0,0,3
Mike Wilkinson,0,0,54,75,0,0,1,0
Cody Donovan,1,1,19,7,0,0,1,0
Roy Nelson,0,0,23,13,0,0,0,0
Colton Smith,5,1,15,9,1,0,7,0
Pat Barry,1,1,11,14,0,2,0,1
Dustin Poirier,0,0,35,26,1,0,0,0
Mike Pyle,0,0,9,13,0,0,0,0
Johnny Bedford,1,0,34,4,0,1,1,0
Rustam Khabilov,1,0,13,0,0,0,5,0
TJ Waldburger,0,1,13,10,4,0,1,1
Hugo Viana,0,0,22,8,0,0,0,0
Mike Rio,5,1,30,31,1,0,4,0
Tim Elliott,9,1,36,36,4,0,7,0
Vitor Belfort,0,0,18,14,0,0,0,0
CB Dollaway,3,2,62,38,0,0,2,0
Gabriel Gonzaga,0,0,17,12,1,0,3,0
Khabib Nurmagomedov,1,0,22,2,0,0,0,0
Godofredo Pepey,2,0,36,17,0,0,0,5
Ronny Markes,3,1,5,20,2,0,2,0
Nik Lentz,8,0,56,18,0,0,10,0
Edson Barboza,0,0,26,12,0,0,0,0
Iuri Alcantara,3,0,20,3,1,0,1,0
Ildemar Alcantara,1,1,24,28,3,0,2,0
Francisco Trinaldo,4,0,12,3,1,0,2,0
Cain Velasquez,3,0,111,57,0,0,11,0
Jim Miller,2,1,91,35,2,3,1,0
Costas Philippou,0,0,28,25,0,0,0,2
Yushin Okami,8,2,20,6,0,2,1,0
Derek Brunson,4,0,41,40,1,0,4,0
Eddie Wineland,0,0,90,67,0,0,0,0
Erik Perez,0,0,40,8,0,0,0,0
Jamie Varner,0,1,32,57,1,1,7,0
Demetrious Johnson,0,0,127,57,0,0,5,1
Glover Teixeira,5,0,80,53,0,0,5,0
Myles Jury,7,0,56,6,1,0,3,0
Todd Duffee,0,0,20,7,0,0,0,1
Max Holloway,0,1,120,89,0,0,0,2
Anthony Pettis,0,0,18,4,0,0,0,0
Ricardo Lamas,0,0,32,14,0,0,2,0
TJ Grant,0,0,54,18,0,0,0,0
John Moraga,0,0,26,39,1,0,2,1
Clay Guida,1,0,26,41,0,1,3,0
Pascal Krauss,0,2,163,63,1,0,1,2
Ryan Bader,0,0,3,0,1,0,0,0
Shawn Jordan,4,0,42,25,0,0,2,1
Rafael Natal,4,0,64,12,4,0,4,0
David Mitchell,1,1,60,49,2,0,1,1
Jose Aldo,0,0,76,60,0,0,0,2
Rogerio Nogueira,0,0,40,22,0,0,0,1
Antonio Silva,0,1,21,51,0,0,0,1
Demian Maia,5,0,12,6,3,1,7,0
Joseph Benavidez,0,2,57,40,0,0,0,1
Renan Barao,4,0,36,26,1,0,4,0
Cub Swanson,3,0,58,58,0,0,2,2
Evan Dunham,0,0,91,37,0,1,0,2
Tyron Woodley,0,0,15,0,0,0,0,0
Bobby Green,4,5,54,6,1,0,1,4
Jimi Manuwa,1,0,18,9,0,0,3,0
Gunnar Nelson,3,0,42,43,0,0,2,0
James Te Huna,4,2,49,34,0,0,2,0
Isaac Vallie-Flagg,0,4,76,58,0,0,0,1
Dustin Kimura,3,0,16,23,5,0,0,1
Francisco Rivera,1,0,51,24,0,0,2,1
Che Mills,0,6,28,23,0,0,0,5
Renee Forte,4,0,47,13,0,0,2,0
Danny Castillo,2,0,38,4,0,5,4,0
Andy Ogle,2,1,19,7,0,2,2,1
Tom Watson,0,0,56,39,0,0,0,5
Vaughan Lee,0,0,20,4,0,1,0,1
Phil Harris,0,0,33,35,0,0,1,0
Urijah Faber,4,0,93,73,3,0,4,1
Kelvin Gastelum,5,1,31,44,0,0,3,2
Cat Zingano,4,5,35,23,1,3,1,3
Travis Browne,0,0,9,1,0,0,0,0
Bubba McDaniel,8,0,35,14,3,1,0,3
Josh Samman,0,0,36,14,0,2,0,0
Luke Barnatt,0,1,113,95,1,0,1,2
Dylan Andrews,0,1,20,7,0,0,0,1
Clint Hester,0,0,66,21,0,0,0,3
Cole Miller,0,0,5,18,1,0,1,0
Maximo Blanco,1,0,52,26,1,1,2,1
Gegard Mousasi,0,0,80,18,0,0,0,1
Ross Pearson,0,0,28,29,0,0,1,1
Daniel Pineda,3,0,1,0,1,0,2,0
Matt Mitrione,0,0,7,0,0,0,0,0
Brad Pickett,1,1,68,71,0,0,4,3
Diego Brandao,1,0,9,4,1,0,0,1
Akira Corassani,1,0,48,67,0,0,2,0
Benson Henderson,1,0,68,43,0,0,0,1
Daniel Cormier,0,0,59,24,0,0,0,0
Reza Madadi,4,0,34,20,2,0,4,0
Tor Troeng,3,0,6,2,1,0,1,0
Adlan Amagov,1,0,38,5,0,0,6,0
Conor McGregor,0,0,21,12,0,0,0,0
Josh Thomson,0,0,36,21,0,1,1,1
Matt Brown,1,1,40,24,1,0,0,0
Chad Mendes,0,0,7,2,0,0,0,0
Francis Carmont,2,1,12,32,0,0,2,0
Myles Jury,1,2,5,6,0,0,2,1
Ryan LaFlare,6,2,37,9,1,0,6,1
Tom Lawlor,0,4,7,14,1,0,0,3
Papy Abedi,2,0,53,43,0,0,4,2
Joseph Benavidez,0,0,57,11,0,0,2,0
Jorge Masvidal,2,1,50,43,0,0,6,0
TJ Dillashaw,1,0,21,11,0,0,1,0
Anthony Njokuani,0,0,26,27,0,0,0,1
Yoel Romero,0,0,12,3,0,0,0,0
Jon Jones,0,0,20,6,0,0,3,0
Michael Bisping,0,0,93,29,0,0,0,0
Roy Nelson,0,0,2,4,0,0,0,0
Phil Davis,0,0,79,29,0,0,0,1
Jim Miller,0,4,27,53,0,2,1,5
Rustam Khabilov,0,0,3,4,0,0,1,0
Ovince Saint Preux,0,0,47,28,0,0,0,0
Sara McMann,1,0,8,7,0,0,2,0
Bryan Caraway,6,0,43,50,1,0,3,0
Cody McKenzie,5,0,30,15,4,0,5,0
Steven Siler,3,0,50,41,2,2,1,1
Vitor Belfort,0,0,9,6,0,0,0,0
Jacare Souza,4,0,8,4,1,0,1,0
Rafael Dos Anjos,0,0,66,68,0,0,0,3
Rafael Natal,6,1,29,14,0,2,1,0
Nik Lentz,6,2,42,40,0,1,4,1
Francisco Trinaldo,1,0,5,5,1,0,1,1
Gleison Tibau,0,0,21,9,1,0,2,0
Paulo Thiago,4,0,46,30,0,0,2,3
Iuri Alcantara,0,0,19,3,0,0,0,0
Fabio Maldonado,0,2,100,29,0,0,1,2
John Lineker,0,0,36,7,0,0,0,0
Jussier Formiga,6,2,10,26,0,1,4,1
Lucas Martins,0,0,39,52,0,0,0,2
Cain Velasquez,0,0,18,1,0,0,0,0
Junior Dos Santos,2,0,74,29,0,0,1,0
Glover Teixeira,2,0,12,8,1,0,1,0
TJ Grant,0,0,26,13,0,0,0,0
Donald Cerrone,4,0,78,42,0,0,4,0
Mike Pyle,1,0,33,57,2,0,0,3
Dennis Bermudez,3,1,73,75,0,0,4,0
Robert Whittaker,0,0,53,33,0,1,1,0
Khabib Nurmagomedov,3,1,23,11,2,0,21,1
Stephen Thompson,1,0,65,56,0,0,2,0
George Roop,0,1,44,24,0,1,0,0
Jeremy Stephens,3,0,49,25,1,1,6,0
Rashad Evans,0,0,39,40,0,0,0,0
Stipe Miocic,0,0,106,23,0,0,1,0
Ryan Jimmo,1,0,65,12,0,1,1,0
Alexis Davis,2,1,44,34,3,0,0,1
Shawn Jordan,0,0,10,2,0,0,0,0
Jake Shields,0,0,82,60,0,0,0,0
James Krause,0,0,96,73,1,0,1,2
Sean Pierson,0,3,36,65,0,0,0,1
Roland Delorme,11,2,22,42,2,2,6,0
Mitch Clarke,1,2,41,15,0,0,0,3
Yves Jabouin,1,6,20,15,0,7,1,1
Fabricio Werdum,5,0,32,14,1,0,1,0
Leonardo Santos,2,0,22,35,1,0,1,2
Thiago Silva,0,0,37,24,0,0,0,0
Erick Silva,1,0,0,0,1,0,0,0
Daniel Sarafian,2,0,8,4,1,0,1,0
Rony Jason,0,0,7,4,1,0,0,1
Raphael Assuncao,5,0,17,14,1,0,3,0
Felipe Arantes,0,2,27,4,0,0,0,1
Ildemar Alcantara,0,0,33,50,0,0,3,0
Rodrigo Damm,0,0,76,102,0,0,2,0
Caio Magalhaes,4,2,21,30,5,0,1,2
Antonio Braga Neto,1,0,6,5,1,0,1,0
Chris Weidman,1,0,16,14,2,0,1,0
Frankie Edgar,0,0,81,38,0,1,2,0
Tim Kennedy,1,1,54,12,0,0,2,2
Mark Munoz,1,1,69,23,2,3,5,1
Cub Swanson,1,2,43,26,0,0,1,1
Demetrious Johnson,13,0,67,32,3,0,12,1
Rory MacDonald,0,0,46,19,0,0,0,1
Andrew Craig,4,0,64,30,0,0,2,0
Norman Parke,3,0,68,43,0,0,2,1
Gabriel Gonzaga,1,0,3,3,0,0,0,0
Robbie Lawler,1,0,28,10,0,0,1,0
Liz Carmouche,8,0,50,10,1,1,3,1
Jorge Masvidal,3,0,24,24,2,0,0,2
Edson Barboza,0,0,49,19,0,0,0,0
Brian Melancon,1,0,24,13,0,0,1,0
Mike Pierce,0,0,17,17,0,0,0,0
Danny Castillo,0,1,25,38,0,0,6,0
Melvin Guillard,0,0,39,23,0,0,0,0
Daron Cruickshank,0,0,44,48,0,0,0,0
Ed Herman,2,0,73,87,1,1,2,1
Germaine de Randamie,0,1,50,28,0,0,0,2
Justin Salas,0,0,54,26,0,0,3,0
Yaotzin Meza,2,1,4,4,4,3,1,0
Jose Aldo,2,0,32,17,0,0,5,0
Phil Davis,1,0,21,27,0,0,2,0
Cezar Ferreira,0,0,3,0,1,0,0,0
Thales Leites,6,0,51,33,3,0,5,0
John Lineker,0,0,22,19,0,1,2,1
Anthony Perosh,0,0,8,1,0,0,0,0
Amanda Nunes,2,1,10,3,0,0,2,0
Sergio Moraes,3,0,13,7,1,0,1,0
Ian McCall,1,0,92,43,0,0,1,1
Rani Yahya,6,0,14,5,1,0,2,0
Francimar Barroso,1,0,31,19,0,0,2,0
Viscardi Andrade,0,0,12,0,0,0,0,0
Chael Sonnen,3,0,5,0,2,0,2,0
Travis Browne,0,0,14,41,0,0,0,0
Urijah Faber,1,2,54,8,0,1,4,1
Matt Brown,0,0,10,0,0,0,0,0
John Howard,1,0,33,41,1,0,2,2
Michael Johnson,0,0,116,25,0,0,2,0
Michael McDonald,0,0,51,17,2,0,0,1
Conor McGregor,6,0,53,23,0,0,4,0
Steven Siler,0,0,6,3,0,0,0,0
Diego Brandao,3,1,42,61,0,0,8,0
Manvel Gamburyan,0,0,23,32,0,0,5,0
Ovince Saint Preux,0,0,6,10,0,0,0,0
James Vick,0,0,0,0,1,0,0,1
Carlos Condit,2,1,100,35,2,0,0,6
Rafael Dos Anjos,0,1,39,40,0,0,2,1
Kelvin Gastelum,1,0,14,7,1,0,1,0
Court McGee,0,0,88,48,0,0,1,0
Takeya Mizugaki,2,0,39,37,1,0,2,5
Brad Tavares,0,3,30,14,0,0,0,1
Dylan Andrews,1,4,20,19,0,3,2,3
Brandon Thatch,0,0,17,2,0,0,1,0
Darren Elkins,2,1,48,31,0,0,2,1
Jason High,3,0,1,0,2,0,1,0
Zak Cummings,2,0,5,6,1,0,2,0
Roger Bowling,0,1,43,50,3,0,4,1
Anthony Pettis,0,0,9,11,1,0,0,0
Josh Barnett,0,0,26,9,0,0,0,0
Chad Mendes,0,0,32,17,1,0,3,0
Ben Rothwell,0,0,56,41,0,0,0,0
Dustin Poirier,3,1,54,32,2,5,2,0
Gleison Tibau,5,1,26,37,0,1,2,1
Tim Elliott,6,0,116,28,2,0,6,0
Hyun Gyu Lim,0,0,26,21,0,0,1,0
Chico Camus,2,8,28,18,1,0,0,3
Soa Palelei,4,0,29,45,0,2,4,0
Al Iaquinta,0,0,80,45,0,0,4,0
Magnus Cedenblad,1,0,4,3,1,0,0,0
Glover Teixeira,0,0,14,11,0,1,1,0
Jacare Souza,0,0,28,1,0,0,0,0
Joseph Benavidez,0,0,20,6,0,0,0,0
Piotr Hallmann,2,0,42,22,1,0,2,1
Rafael Natal,10,4,39,9,1,0,0,0
Ali Bagautinov,2,3,38,27,1,0,3,0
Kevin Souza,0,2,52,35,0,1,0,3
Lucas Martins,1,0,10,4,1,0,0,0
Elias Silverio,1,0,49,11,0,0,1,1
Ivan Jorge,0,0,69,42,0,0,2,0
Sean Spencer,0,0,99,69,0,0,0,1
Jon Jones,0,0,134,110,0,0,1,1
Renan Barao,0,0,28,11,0,0,0,0
Brendan Schaub,1,0,14,7,1,0,1,0
Jake Shields,5,1,35,24,0,0,1,3
Dong Hyun Kim,1,0,11,28,0,0,1,0
Francis Carmont,14,0,29,7,0,0,5,0
Khabib Nurmagomedov,4,0,54,44,0,0,5,0
Myles Jury,2,0,22,25,0,0,4,0
Thiago Silva,0,0,96,70,0,0,0,3
Fabio Maldonado,0,0,87,57,1,0,0,1
Rousimar Palhares,0,0,0,2,2,0,0,1
Wilson Reis,2,0,33,29,0,0,4,0
Stephen Thompson,3,0,23,17,0,0,2,0
Mitch Gagnon,1,0,27,15,1,1,1,0
Raphael Assuncao,0,1,32,29,1,3,0,2
Igor Araujo,6,1,21,18,1,3,1,3
Yan Cabral,11,0,18,5,1,1,4,0
John Makdessi,0,0,20,7,0,0,0,0
Michel Prazeres,6,1,19,38,0,0,7,1
Alex Caceres,1,3,106,47,0,1,0,1
Chris Cariaso,1,1,54,35,0,0,0,2
Alan Patrick,0,0,16,7,0,0,1,0
Daniel Omielanczuk,1,1,49,56,1,0,2,0
Lyoto Machida,0,0,5,0,0,0,0,0
Ross Pearson,0,0,3,9,0,0,0,0
Jimi Manuwa,0,0,48,36,0,0,0,0
Norman Parke,0,0,81,67,0,0,1,0
Nico Musoke,1,1,12,20,1,0,1,1
John Lineker,0,0,31,14,0,0,0,0
Al Iaquinta,0,0,85,66,0,0,2,3
Luke Barnatt,2,0,39,26,1,0,1,0
Jessica Andrade,1,0,206,88,0,0,1,1
Cole Miller,2,0,21,27,1,0,0,2
Jimy Hettes,4,0,5,15,2,0,3,0
Bradley Scott,0,0,14,7,2,0,0,1
